city_name,country_code,rand_lat,rand_lng,Latitude,Longitude,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
hermanus,za,-35.24999999997199,18.639999999819338,-34.42,19.24,49.23,93,36,2.37
hervey bay,au,-24.80999999996665,156.2299999996942,-25.3,152.85,69.3,91,80,12.77
bredasdorp,za,-37.039999999972906,19.42999999981862,-34.53,20.04,59,87,88,8.05
cape town,za,-42.27999999997559,6.799999999830106,-33.93,18.42,60.8,87,75,8.05
leningradskiy,ru,69.9000000000818,175.87999999967633,69.38,178.42,29.52,100,44,3.04
mount isa,au,-23.379999999965918,138.35999999971045,-20.73,139.49,44.6,70,0,3.36
torbay,ca,44.91000000006903,-51.72000000011667,47.66,-52.73,44.6,70,75,4.7
wajima,jp,39.47000000006625,134.93999999971356,37.4,136.9,66.51,91,36,2.93
punta arenas,cl,-79.61999999999469,-110.41000000006329,-53.16,-70.91,38.35,74,90,10.29
norman wells,ca,79.6300000000868,-118.420000000056,65.28,-126.83,66.2,29,40,9.17
avarua,ck,-27.249999999967898,-165.90000000001282,-21.21,-159.78,80.6,74,40,8.05
luderitz,na,-33.33999999997101,7.219999999829724,-26.65,15.16,57.69,68,20,2.37
miyako,jp,40.10000000006656,144.59999999970478,33.63,130.94,72.27,83,75,6.93
ushuaia,ar,-80.91999999999535,-30.41000000013605,-54.81,-68.31,41,56,40,19.46
darab,ir,28.830000000060792,55.079999999786196,28.75,54.55,68.85,28,24,2.37
lavrentiya,ru,78.09000000008598,-169.51000000000954,65.58,-170.99,34.92,88,76,17.81
vaini,to,-76.54999999999312,-172.54000000000678,-21.2,-175.2,68,100,90,17.22
esperance,au,-49.979999999979526,125.12999999972249,-33.86,121.89,48.06,85,100,4.72
marquette,us,46.50000000006983,-88.64000000008309,46.54,-87.4,57.96,55,5,14.99
new norfolk,au,-47.279999999978145,143.74999999970555,-42.78,147.06,55.4,62,75,11.41
georgetown,sh,-21.95999999996519,-21.860000000143827,-7.93,-14.42,79.38,100,8,20.49
arman,ru,57.940000000075685,148.57999999970116,59.7,150.17,44.6,70,0,2.24
strezhevoy,ru,61.19000000007736,78.30999999976507,60.73,77.6,71.6,46,0,8.95
tiksi,ru,76.03000000008495,130.31999999971777,71.64,128.87,36.9,93,36,4.05
castro,cl,-45.87999999997743,-83.250000000088,-42.48,-73.76,49.86,96,92,12.1
mangan,in,30.190000000061488,87.66999999975656,27.5,88.54,44.55,97,92,0.92
provideniya,ru,54.440000000073894,-170.23000000000889,64.42,-173.23,42.8,70,0,4.47
thompson,ca,72.00000000008288,-92.55000000007954,55.74,-97.86,66.2,39,20,6.93
tucumcari,us,35.82000000006437,-103.57000000006951,35.17,-103.73,95,19,1,4.7
iqaluit,ca,65.72000000007966,-73.09000000009723,63.75,-68.52,33.8,69,75,8.05
cidreira,br,-48.979999999979015,-28.920000000137406,-30.17,-50.22,56.7,73,0,17.47
pevek,ru,76.53000000008518,166.2399999996851,69.7,170.27,34.29,93,0,1.14
hamilton,bm,30.74000000006177,-68.08000000010179,32.3,-64.78,80.6,78,75,12.75
buldana,in,20.600000000056582,75.83999999976731,20.53,76.18,77.31,81,24,10.76
bethel,us,57.910000000075684,-162.02000000001635,60.79,-161.76,44.6,87,90,6.93
khatanga,ru,84.68000000008936,103.2399999997424,71.98,102.47,56.97,63,0,13.11
kutahya,tr,39.14000000006607,29.959999999809042,39.42,29.98,65.55,82,75,1.12
busselton,au,-62.289999999985824,91.56999999975301,-33.64,115.35,55.53,100,88,3.49
lorengau,pg,5.100000000048652,147.62999999970202,-2.02,147.27,83.88,100,68,7.63
roald,no,66.42000000008002,3.6399999998329804,62.58,6.12,52.5,93,75,4.7
sinnamary,gf,18.72000000005562,-43.040000000124564,5.38,-52.96,79.65,99,92,11.88
luganville,vu,-16.24999999996227,165.92999999968538,-15.51,167.18,75.6,100,88,4.72
sharan,af,32.410000000062624,68.17999999977428,33.15,68.78,52.38,34,0,5.39
tuktoyaktuk,ca,84.18000000008911,-139.27000000003704,69.44,-133.03,33.35,92,75,11.41
staraya mayna,ru,54.520000000073935,48.989999999791735,54.61,48.93,50,61,20,4.47
east london,za,-39.209999999974016,30.79999999980828,-33.02,27.91,70.02,100,0,16.8
adrar,dz,27.63000000006018,1.5999999998348358,27.87,-0.29,96.8,17,0,9.17
port alfred,za,-64.29999999998685,36.76999999980285,-33.59,26.89,66.15,87,36,15.12
qaqortoq,gl,64.13000000007884,-46.800000000121145,60.72,-46.03,42.8,81,75,3.36
millinocket,us,46.030000000069606,-68.42000000010148,45.66,-68.71,62.33,59,90,5.82
kaeo,nz,-28.519999999968547,173.51999999967848,-35.1,173.78,54.36,80,0,14.67
port blair,in,12.68000000005253,87.79999999975644,11.67,92.75,81.99,100,92,26.31
oktyabrskiy,ru,52.820000000073065,153.2599999996969,55.61,37.97,49.57,57,0,4.47
banyo,cm,7.330000000049793,11.669999999825677,6.75,11.81,67.68,90,68,2.71
kendari,id,-3.049999999955517,124.24999999972329,-3.99,122.52,69.21,96,24,1.92
corovode,al,40.42000000006672,20.239999999817883,40.5,20.23,58.23,91,12,1.81
pasni,pk,24.490000000058572,63.30999999977871,25.26,63.48,85.86,90,0,16.35
kutum,sd,15.850000000054152,25.799999999812826,14.2,24.66,70.92,15,0,10.65
nanortalik,gl,55.52000000007445,-44.030000000123664,60.14,-45.24,35.55,97,88,4.16
abreus,cu,22.12000000005736,-80.68000000009033,22.28,-80.57,86.59,62,40,10.29
atuona,pf,-5.449999999956745,-144.40000000003238,-9.8,-139.03,80.37,100,0,11.43
chara,ru,59.16000000007631,118.79999999972824,56.9,118.26,45.09,96,68,2.37
mount gambier,au,-49.59999999997933,132.85999999971546,-37.83,140.78,53.73,98,92,6.06
lebu,cl,-37.819999999973305,-101.11000000007175,-37.62,-73.65,53.1,100,92,19.37
fukue,jp,32.83000000006284,125.17999999972244,35.03,136.69,69.8,94,75,4.7
barrow,us,78.32000000008611,-145.84000000003107,39.51,-90.4,90.28,46,1,6.93
saint-philippe,re,-44.46999999997671,67.4999999997749,-21.36,55.77,74.35,69,0,6.93
skjervoy,no,70.06000000008189,20.709999999817455,70.03,20.97,39.2,86,75,19.46
tadine,nc,-21.129999999964767,168.34999999968318,-21.55,167.88,68.58,100,92,21.27
okha,ru,55.20000000007428,146.70999999970286,53.59,142.95,42.12,76,0,9.75
jamestown,sh,-30.61999999996962,-13.670000000151276,-15.94,-5.72,71.28,100,0,14.23
peleduy,ru,59.42000000007644,113.92999999973267,59.63,112.75,55.44,91,44,1.59
mingguang,cn,32.44000000006264,117.8499999997291,32.78,118.01,74.43,74,68,4.83
saskylakh,ru,70.59000000008217,113.26999999973327,71.97,114.09,57.42,64,0,13.22
sao jose da coroa grande,br,-12.349999999960275,-26.460000000139644,-8.9,-35.15,75.87,99,92,4.94
vila nova de milfontes,pt,37.62000000006529,-9.050000000155478,37.72,-8.78,63,96,92,12.1
cabo san lucas,mx,15.310000000053876,-115.66000000005852,22.89,-109.91,89.91,42,5,13.87
upernavik,gl,78.78000000008635,-58.14000000011083,72.79,-56.15,32.76,90,80,17.02
saint-pierre,pm,43.270000000068194,-54.640000000114014,46.77,-56.17,44.6,87,75,4.7
patos,br,-6.76999999995742,-37.400000000129694,-7.03,-37.28,79.2,60,0,9.75
kapaa,us,33.150000000063,-176.83000000000288,22.08,-159.32,76.03,83,90,12.75
upata,ve,5.620000000048918,-62.96000000010645,8.02,-62.41,82.35,69,20,8.41
rio grande,br,-39.69999999997427,-44.250000000123464,-32.03,-52.1,59,47,40,14.99
myitkyina,mm,27.370000000060045,98.54999999974666,25.38,97.4,73.44,100,92,2.59
humberto de campos,br,-1.2599999999546014,-43.09000000012452,-2.6,-43.46,83.25,87,64,18.59
pomezia,it,41.620000000067336,12.389999999825022,41.67,12.5,72.16,60,20,4.7
glendive,us,46.85000000007,-104.33000000006882,47.11,-104.71,84.2,51,20,12.75
hilo,us,13.610000000053006,-142.3900000000342,19.71,-155.08,80.6,69,75,10.29
bay roberts,ca,47.620000000070405,-53.25000000011528,47.58,-53.28,44.6,70,75,4.7
igrim,ru,63.41000000007847,65.25999999977694,63.19,64.42,46.62,82,92,8.19
salalah,om,15.970000000054213,52.8799999997882,17.01,54.1,82.4,88,40,6.93
sitka,us,54.370000000073844,-142.09000000003448,37.17,-99.65,90.63,42,100,20.38
ulladulla,au,-39.929999999974385,155.50999999969486,-35.36,150.48,48.2,100,0,5.82
pacifica,us,36.41000000006467,-125.94000000004917,37.61,-122.49,67.87,52,20,25.28
fairbanks,us,64.20000000007889,-146.85000000003015,64.84,-147.72,60.73,51,40,10.29
chokurdakh,ru,82.33000000008815,152.83999999969728,70.62,147.9,34.2,96,0,14.45
agirish,ru,62.44000000007799,61.799999999780084,61.92,63.02,43.38,100,92,9.98
lloydminster,ca,53.81000000007356,-110.15000000006353,53.28,-110.01,77,25,20,20.8
port moresby,pg,-12.529999999960367,145.73999999970374,-9.47,147.16,75.2,100,40,11.41
nikolskoye,ru,52.3000000000728,164.73999999968646,59.7,30.79,51.8,81,90,15.66
kikwit,cd,-5.199999999956617,17.799999999820102,-5.04,18.82,67.14,69,20,5.39
sayat,tm,37.92000000006544,64.23999999977787,38.78,63.88,86,27,0,13.87
alice springs,au,-25.819999999967166,134.59999999971387,-23.7,133.88,64.4,27,64,4.7
longyearbyen,sj,82.70000000008835,23.06999999981531,78.22,15.64,35.6,64,20,17.22
fereydun kenar,ir,37.56000000006526,52.649999999788406,36.69,52.52,71.6,88,0,2.24
lagoa vermelha,br,-28.34999999996846,-51.40000000011696,-28.21,-51.53,47.16,75,0,8.97
pleshanovo,ru,52.910000000073126,53.35999999978776,57.46,28.17,57.2,47,64,8.95
bintulu,my,2.9400000000475472,114.13999999973248,3.17,113.03,77,94,75,6.93
arak,ir,34.42000000006365,49.329999999791426,34.1,49.69,55.8,71,0,3.04
kruisfontein,za,-64.22999999998682,27.659999999811134,-34,24.73,62.46,97,56,16.46
katsuura,jp,23.88000000005826,147.18999999970242,33.93,134.5,68.13,94,80,4.94
arkhangelsk,ru,66.10000000007986,40.249999999799684,64.54,40.54,39.2,93,40,2.24
zhigansk,ru,67.3400000000805,126.14999999972156,66.77,123.37,63.18,46,0,8.52
kununurra,au,-19.37999999996387,131.11999999971704,-15.77,128.74,57.2,76,0,8.41
sigli,id,5.480000000048847,96.14999999974884,5.38,95.96,78.66,91,20,2.15
ejura,gh,7.610000000049936,-1.4000000001624358,7.38,-1.37,79.2,83,8,10.31
bubaque,gw,5.960000000049092,-21.690000000143982,11.28,-15.83,86,66,0,6.93
cayenne,gf,9.020000000050658,-44.360000000123364,4.94,-52.33,80.6,94,90,3.36
gamba,ga,-5.999999999957026,6.809999999830097,-2.72,10.02,76.14,98,0,10.09
kodiak,us,51.160000000072216,-144.2700000000325,39.95,-94.76,86,55,1,8.05
almenara,br,-16.34999999996232,-40.13000000012721,-16.17,-40.69,75.69,73,12,4.16
bruntal,cz,49.92000000007158,17.519999999820357,49.99,17.46,68,56,0,4.7
zaranj,af,30.850000000061826,62.05999999977985,30.95,61.86,95,12,0,20.8
eureka,us,41.30000000006717,-138.46000000003778,40.8,-124.16,61.68,59,1,13.87
mbeya,tz,-8.789999999958454,33.189999999806105,-8.91,33.47,42.3,87,0,2.37
hasaki,jp,32.70000000006277,150.2899999996996,35.73,140.83,64.4,100,40,4.7
conceicao do araguaia,br,-9.159999999958643,-49.70000000011851,-8.26,-49.26,95,41,75,2.24
bukachacha,ru,53.52000000007342,116.26999999973054,52.99,116.91,53.82,85,8,2.37
ozernovskiy,ru,51.060000000072165,156.5599999996939,51.5,156.52,40.05,95,88,7.63
sao filipe,cv,4.400000000048294,-28.110000000138143,14.9,-24.5,76.32,90,36,7.4
vokhma,ru,58.730000000076075,46.559999999793945,58.93,46.76,43.38,71,24,4.61
los llanos de aridane,es,28.560000000060654,-26.560000000139553,28.66,-17.92,68,77,20,16.11
qinggang,cn,46.59000000006989,125.8899999997218,28.25,121.28,70.92,100,76,3.94
clyde river,ca,70.44000000008208,-75.50000000009504,70.47,-68.59,33.8,80,75,34.45
maple creek,ca,50.5400000000719,-109.36000000006425,49.91,-109.46,72.54,59,20,9.42
kapchorwa,ug,1.4900000000468054,34.849999999804595,1.4,34.45,59.85,100,92,2.93
saldanha,za,-42.2999999999756,-3.99000000016008,-33.01,17.94,60.8,77,56,1.12
sironj,in,24.220000000058434,77.68999999976563,24.1,77.69,78.93,67,68,2.93
kathu,th,7.110000000049681,96.89999999974816,7.91,98.33,78.8,83,75,1.12
byron bay,au,-28.869999999968726,155.98999999969442,-28.65,153.62,59,87,40,6.93
xique-xique,br,-10.739999999959451,-42.830000000124755,-10.82,-42.73,81.36,50,0,6.85
cocorit,mx,28.16000000006045,-110.08000000006359,27.57,-109.96,95,32,5,13.87
mahebourg,mu,-44.269999999976605,72.26999999977056,-20.41,57.7,75.2,83,75,2.24
carnarvon,au,-27.619999999968087,93.58999999975117,-24.87,113.63,61.38,100,36,9.19
boa vista,br,3.010000000047583,-60.58000000010861,2.82,-60.67,87.8,62,40,6.93
sechura,pe,-7.489999999957789,-83.05000000008818,-5.56,-80.82,73.44,81,0,11.77
mariinsk,ru,56.56000000007498,87.82999999975641,56.21,87.75,58.23,68,0,5.73
date,jp,42.63000000006787,140.96999999970808,42.53,140.93,59,93,75,2.24
hambantota,lk,2.210000000047174,87.24999999975694,6.12,81.12,79.56,100,92,19.26
dikson,ru,75.29000000008455,76.90999999976634,73.51,80.55,32.85,95,88,15.79
hirtshals,dk,58.010000000075706,10.059999999827141,57.59,9.96,62.55,82,12,4.72
praya,id,-12.629999999960418,116.0999999997307,-8.71,116.27,73.4,94,90,9.86
povolzhskiy,ru,53.640000000073485,49.83999999979096,53.59,49.76,48.2,61,0,4.47
eston,ca,50.70000000007198,-108.54000000006499,51.15,-108.75,82.4,15,90,21.92
seoul,kr,37.11000000006503,125.82999999972185,37.57,126.98,65.12,82,90,3.36
kenai,us,65.23000000007943,-153.77000000002386,60.55,-151.26,58.15,71,1,11.41
vardo,no,88.95000000009156,37.829999999801885,70.37,31.11,38.62,80,75,13.87
talnakh,ru,77.71000000008581,89.77999999975464,69.49,88.39,41.67,72,12,19.04
pochutla,mx,7.600000000049931,-97.56000000007498,15.74,-96.47,84.2,74,90,5.73
nishihara,jp,19.42000000005598,136.4499999997122,35.74,139.53,69.8,94,20,9.17
letterkenny,ie,55.14000000007425,-8.000000000156433,54.95,-7.73,60.8,82,20,9.17
turinsk,ru,58.110000000075786,64.03999999977805,58.04,63.7,47.25,73,0,8.97
souillac,mu,-46.009999999977495,72.04999999977076,-20.52,57.52,75.2,83,75,2.24
mogadishu,so,0.6000000000463501,49.56999999979121,2.04,45.34,79.47,100,92,18.59
hobyo,so,3.530000000047849,47.679999999792926,5.35,48.53,77.85,78,24,18.48
birjand,ir,33.350000000063105,59.21999999978243,32.86,59.22,80.6,21,0,13.87
kabompo,zm,-13.379999999960802,24.369999999814127,-13.6,24.21,49.14,67,0,4.94
leshukonskoye,ru,66.04000000007983,45.64999999979477,64.9,45.76,38.25,89,56,1.81
mountain home,us,43.94000000006852,-115.34000000005881,43.13,-115.69,83.95,22,40,6.93
hovd,mn,46.29000000006971,101.49999999974398,48.01,91.64,51.3,31,48,6.73
san cristobal,ec,-2.179999999955072,-89.34000000008245,-1.02,-79.44,67.77,98,68,2.71
mangrol,in,16.45000000005446,66.21999999977606,25.33,76.51,88.92,48,88,2.82
teterow,de,53.73000000007352,12.629999999824804,53.77,12.58,69.8,46,20,9.17
luanda,ao,-9.189999999958658,11.009999999826277,-8.83,13.24,75.2,83,0,9.17
belaya gora,ru,68.49000000008107,146.80999999970277,68.54,146.19,50.76,49,0,14
tabou,ci,-0.7699999999543508,-4.710000000159425,4.42,-7.36,76.23,100,76,6.73
pecos,us,30.360000000061575,-103.22000000006983,31.42,-103.49,101.19,15,1,11.41
aykhal,ru,70.49000000008209,108.25999999973783,65.95,111.51,59.04,81,0,4.94
megion,ru,59.91000000007671,75.44999999976767,61.04,76.11,71.6,46,0,11.18
tonota,bw,-21.479999999964946,27.40999999981136,-21.44,27.46,43.56,76,0,2.26
marsa matruh,eg,27.140000000059928,25.94999999981269,31.35,27.25,73.4,78,0,5.82
jaisalmer,in,26.32000000005951,70.9099999997718,26.91,70.91,93.06,41,0,15.46
loreto,mx,26.760000000059733,-110.9500000000628,22.27,-101.99,84.33,23,0,9.42
taoudenni,ml,26.860000000059784,-4.790000000159353,22.68,-3.98,85.95,13,8,7.18
cherskiy,ru,72.38000000008307,162.03999999968892,68.75,161.3,38.16,79,76,4.61
shemonaikha,kz,50.47000000007188,81.54999999976212,50.63,81.92,58.86,66,80,2.82
villa carlos paz,ar,-31.00999999996982,-65.41000000010422,-31.42,-64.5,60.8,37,0,11.41
rocha,uy,-38.80999999997381,-51.550000000116825,-34.48,-54.34,47.97,69,0,17.02
guerrero negro,mx,25.260000000058966,-119.6300000000549,27.97,-114.04,73.98,56,0,14.23
port macquarie,au,-32.01999999997034,154.29999999969596,-31.43,152.91,51.8,93,90,5.82
boa esperanca do sul,br,-21.95999999996519,-48.44000000011965,-21.99,-48.39,68.04,81,88,11.43
mwense,zm,-10.69999999995943,29.13999999980979,-10.39,28.7,57.24,48,0,5.39
kangavar,ir,34.43000000006366,47.86999999979275,34.5,47.96,50.04,51,36,2.93
vao,nc,-25.74999999996713,167.94999999968354,-22.67,167.48,71.37,100,48,22.28
faanui,pf,-3.469999999955732,-150.99000000002638,-16.48,-151.75,81.63,100,92,11.99
burns lake,ca,54.580000000073966,-125.60000000004948,54.23,-125.76,56.43,59,44,2.15
ilulissat,gl,75.70000000008477,-44.57000000012317,69.22,-51.1,35.6,93,75,5.82
husavik,is,77.45000000008565,-8.330000000156133,66.04,-17.34,55.4,71,0,10.29
karratha,au,-15.999999999962142,115.23999999973148,-20.74,116.85,63.18,92,92,7.4
ajdabiya,ly,31.07000000006194,19.5599999998185,30.75,20.22,93.87,15,0,14.67
nakhon thai,th,17.190000000054837,101.0299999997444,17.1,100.84,71.82,98,92,1.36
labuhan,id,-11.809999999959999,100.77999999974463,-2.54,115.51,72.36,99,20,1.92
nyurba,ru,61.95000000007775,119.3999999997277,63.29,118.35,65.07,59,0,3.83
bambous virieux,mu,-31.839999999970246,71.0199999997717,-20.34,57.76,75.2,83,75,2.24
port elizabeth,za,-47.73999999997838,27.26999999981149,-33.92,25.57,60.8,82,0,19.46
moose factory,ca,52.830000000073085,-80.14000000009082,51.26,-80.61,62.6,36,40,12.75
tual,id,-8.389999999958249,134.75999999971373,-5.67,132.75,80.55,100,80,14.12
morristown,us,44.45000000006877,-72.44000000009783,36.21,-83.29,84.2,30,1,4.72
beneditinos,br,-5.379999999956709,-42.42000000012513,-5.46,-42.36,91.4,43,0,4.7
pyaozerskiy,ru,65.68000000007964,31.769999999807396,65.83,31.17,43.56,63,64,6.62
okhotsk,ru,57.37000000007538,142.18999999970697,59.36,143.24,47.52,80,0,3.38
villa del rosario,ve,10.14000000005123,-71.95000000009827,10.32,-72.31,82.62,59,24,7.07
atar,mr,22.92000000005777,-12.520000000152322,20.52,-13.05,93.24,18,48,7.74
onega,ru,64.95000000007929,38.56999999980121,63.91,38.09,42.57,100,92,1.59
nouadhibou,mr,19.99000000005627,-15.71000000014942,20.93,-17.03,73.4,60,20,16.11
manono,cd,-8.259999999958183,26.82999999981189,-7.3,27.4,73.08,38,0,13
xining,cn,34.07000000006347,99.11999999974614,36.62,101.77,36,95,76,0.69
komsomolskiy,ru,81.6200000000878,174.53999999967755,67.55,63.78,32.04,89,24,3.38
yinchuan,cn,37.49000000006522,107.02999999973895,38.48,106.21,61.47,30,92,8.63
san juan bautista,py,-26.819999999967678,-57.16000000011172,-26.67,-57.15,58.77,66,0,5.95
mitsamiouli,km,-9.119999999958623,44.449999999795864,-11.38,43.28,77,61,20,11.41
whitehorse,ca,62.71000000007814,-130.90000000004466,60.72,-135.06,55.4,43,75,11.41
itarema,br,8.780000000050535,-38.630000000128575,-2.92,-39.92,81.36,75,0,14
dalvik,is,67.03000000008035,-18.25000000014711,65.97,-18.53,55.4,71,0,10.29
rio cuarto,ar,-33.399999999971044,-64.64000000010492,-33.13,-64.35,57.2,30,0,9.17
uyskoye,ru,54.510000000073944,59.83999999978187,54.37,60.01,48.69,59,0,8.63
timbiqui,co,3.18000000004767,-77.68000000009306,2.77,-77.67,79.11,97,88,5.17
poum,nc,-18.079999999963206,162.9399999996881,-20.23,164.02,72.36,100,12,19.37
basoko,cd,0.9700000000465394,23.809999999814636,1.23,23.61,78.3,74,0,1.92
riberalta,bo,-10.57999999995937,-66.52000000010321,-11,-66.08,78.8,65,75,4.7
athabasca,ca,57.83000000007564,-112.84000000006108,54.72,-113.29,80.1,35,0,11.99
santa rosa,ar,-37.37999999997308,-65.49000000010415,-36.62,-64.29,50.4,45,8,5.95
diamantino,br,-14.129999999961186,-56.55000000011228,-14.4,-56.44,77.76,69,8,7.18
chicama,pe,-8.619999999958367,-81.8100000000893,-7.84,-79.15,68,82,90,9.17
haradok,by,55.27000000007433,29.629999999809343,55.46,29.99,49.05,65,0,9.19
dunedin,nz,-50.389999999979736,174.16999999967788,-45.87,170.5,22.32,86,8,4.61
de land,us,29.14000000006095,-81.20000000008986,40.12,-88.65,90.32,49,40,4.7
lima,pe,-13.599999999960914,-79.36000000009153,-12.06,-77.04,67.86,62,0,2.93
bathsheba,bb,12.6200000000525,-53.28000000011525,13.22,-59.52,86,66,20,18.34
caranavi,bo,-15.75999999996202,-66.76000000010299,-15.83,-67.57,63.27,88,92,1.81
aswan,eg,22.500000000057554,28.019999999810807,24.09,32.9,93.2,13,0,6.93
comodoro rivadavia,ar,-43.759999999976344,-68.06000000010181,-45.87,-67.48,44.6,98,0,2.24
semporna,my,4.230000000048207,118.6299999997284,4.48,118.61,78.8,94,75,3.36
touros,br,0.7100000000464064,-27.880000000138352,-5.2,-35.46,80.73,82,88,13.67
north bend,us,42.320000000067694,-133.51000000004228,43.41,-124.22,61.29,55,75,6.93
klaksvik,fo,61.77000000007763,-4.420000000159689,62.23,-6.59,50,76,0,8.05
kiunga,pg,-6.409999999957236,141.4899999997076,-6.12,141.3,72.45,96,80,2.26
lethem,gy,3.000000000047578,-58.66000000011036,3.38,-59.8,84.06,74,64,10.76
vostok,ru,50.45000000007184,151.32999999969866,46.45,135.83,50.94,99,92,2.37
bow island,ca,50.170000000071695,-111.2800000000625,49.87,-111.38,84.2,26,75,9.17
fort nelson,ca,59.570000000076504,-122.830000000052,58.81,-122.69,60.8,44,90,3.36
platteville,us,43.06000000006807,-90.76000000008116,42.73,-90.48,82.42,54,75,3.36
port hardy,ca,48.86000000007104,-129.70000000004575,50.7,-127.42,55.4,76,90,10.29
kailahun,sl,8.580000000050433,-10.520000000154141,8.28,-10.57,71.28,100,92,4.61
aklavik,ca,68.340000000081,-138.70000000003756,68.22,-135.01,41.27,87,75,13.87
hofn,is,71.8400000000828,-9.800000000154796,64.25,-15.21,50,87,75,12.75
saint albans,us,38.40000000006569,-81.85000000008927,44.81,-73.08,70.48,49,1,3.36
broome,au,-15.109999999961687,123.48999999972398,-17.97,122.23,59,100,0,1.12
boden,se,66.67000000008017,21.5399999998167,65.83,21.69,48.2,45,0,6.93
alfredo chaves,br,-20.54999999996447,-40.65000000012674,-20.64,-40.75,78.8,78,0,11.41
puerto escondido,mx,7.1900000000497215,-99.36000000007334,15.86,-97.07,84.2,74,40,13.87
lewistown,us,46.94000000007006,-108.60000000006494,40.39,-90.15,88.74,48,1,6.93
ostrovnoy,ru,68.36000000008102,38.939999999800875,68.05,39.51,37.35,96,88,4.94
falam,mm,22.9800000000578,93.57999999975118,22.91,93.68,68.76,99,92,0.92
cockburn town,tc,23.98000000005831,-68.44000000010146,21.46,-71.14,80.73,97,88,17.02
kedgwick,ca,47.37000000007026,-66.78000000010297,47.65,-67.35,64.44,52,8,8.63
weymouth,gb,50.53000000007188,-2.8100000001611534,50.61,-2.45,61.39,82,75,3.36
vernon,fr,49.06000000007114,1.4999999998349267,49.09,1.49,67.71,68,40,3.6
kigoma,tz,-4.829999999956428,28.49999999981037,-4.88,29.64,69.8,83,20,5.28
lapeer,us,43.04000000006806,-83.26000000008798,43.05,-83.32,80.6,34,1,5.82
